id,name,height,weight,lang,types
165,ledyba,10,108,"[['レディバ', 'ja-Hrkt'], ['Rediba', 'roomaji'], ['레디바', 'ko'], ['芭瓢蟲', 'zh-Hant'], ['Coxy', 'fr'], ['Ledyba', 'de'], ['Ledyba', 'es'], ['Ledyba', 'it'], ['Ledyba', 'en'], ['レディバ', 'ja'], ['芭瓢虫', 'zh-Hans']]","[[1, 'bug'], [2, 'flying']]"
166,ledian,14,356,"[['レディアン', 'ja-Hrkt'], ['Redian', 'roomaji'], ['레디안', 'ko'], ['安瓢蟲', 'zh-Hant'], ['Coxyclaque', 'fr'], ['Ledian', 'de'], ['Ledian', 'es'], ['Ledian', 'it'], ['Ledian', 'en'], ['レディアン', 'ja'], ['安瓢虫', 'zh-Hans']]","[[1, 'bug'], [2, 'flying']]"
167,spinarak,5,85,"[['イトマル', 'ja-Hrkt'], ['Itomaru', 'roomaji'], ['페이검', 'ko'], ['圓絲蛛', 'zh-Hant'], ['Mimigal', 'fr'], ['Webarak', 'de'], ['Spinarak', 'es'], ['Spinarak', 'it'], ['Spinarak', 'en'], ['イトマル', 'ja'], ['圆丝蛛', 'zh-Hans']]","[[1, 'bug'], [2, 'poison']]"
168,ariados,11,335,"[['アリアドス', 'ja-Hrkt'], ['Ariados', 'roomaji'], ['아리아도스', 'ko'], ['阿利多斯', 'zh-Hant'], ['Migalos', 'fr'], ['Ariados', 'de'], ['Ariados', 'es'], ['Ariados', 'it'], ['Ariados', 'en'], ['アリアドス', 'ja'], ['阿利多斯', 'zh-Hans']]","[[1, 'bug'], [2, 'poison']]"
169,crobat,18,750,"[['クロバット', 'ja-Hrkt'], ['Crobat', 'roomaji'], ['크로뱃', 'ko'], ['叉字蝠', 'zh-Hant'], ['Nostenfer', 'fr'], ['Iksbat', 'de'], ['Crobat', 'es'], ['Crobat', 'it'], ['Crobat', 'en'], ['クロバット', 'ja'], ['叉字蝠', 'zh-Hans']]","[[1, 'poison'], [2, 'flying']]"
170,chinchou,5,120,"[['초라기', 'ko'], ['チョンチー', 'ja-Hrkt'], ['Chonchie', 'roomaji'], ['燈籠魚', 'zh-Hant'], ['Loupio', 'fr'], ['Lampi', 'de'], ['Chinchou', 'es'], ['Chinchou', 'it'], ['Chinchou', 'en'], ['チョンチー', 'ja'], ['灯笼鱼', 'zh-Hans']]","[[1, 'water'], [2, 'electric']]"
171,lanturn,12,225,"[['ランターン', 'ja-Hrkt'], ['Lantern', 'roomaji'], ['랜턴', 'ko'], ['電燈怪', 'zh-Hant'], ['Lanturn', 'fr'], ['Lanturn', 'de'], ['Lanturn', 'es'], ['Lanturn', 'it'], ['Lanturn', 'en'], ['ランターン', 'ja'], ['电灯怪', 'zh-Hans']]","[[1, 'water'], [2, 'electric']]"
172,pichu,3,20,"[['ピチュー', 'ja-Hrkt'], ['Pichu', 'roomaji'], ['피츄', 'ko'], ['皮丘', 'zh-Hant'], ['Pichu', 'fr'], ['Pichu', 'de'], ['Pichu', 'es'], ['Pichu', 'it'], ['Pichu', 'en'], ['ピチュー', 'ja'], ['皮丘', 'zh-Hans']]","[[1, 'electric']]"
173,cleffa,3,30,"[['ピィ', 'ja-Hrkt'], ['Py', 'roomaji'], ['삐', 'ko'], ['皮寶寶', 'zh-Hant'], ['Mélo', 'fr'], ['Pii', 'de'], ['Cleffa', 'es'], ['Cleffa', 'it'], ['Cleffa', 'en'], ['ピィ', 'ja'], ['皮宝宝', 'zh-Hans']]","[[1, 'fairy']]"
174,igglybuff,3,10,"[['ププリン', 'ja-Hrkt'], ['Pupurin', 'roomaji'], ['푸푸린', 'ko'], ['寶寶丁', 'zh-Hant'], ['Toudoudou', 'fr'], ['Fluffeluff', 'de'], ['Igglybuff', 'es'], ['Igglybuff', 'it'], ['Igglybuff', 'en'], ['ププリン', 'ja'], ['宝宝丁', 'zh-Hans']]","[[1, 'normal'], [2, 'fairy']]"
175,togepi,3,15,"[['トゲピー', 'ja-Hrkt'], ['Togepy', 'roomaji'], ['토게피', 'ko'], ['波克比', 'zh-Hant'], ['Togepi', 'fr'], ['Togepi', 'de'], ['Togepi', 'es'], ['Togepi', 'it'], ['Togepi', 'en'], ['トゲピー', 'ja'], ['波克比', 'zh-Hans']]","[[1, 'fairy']]"
176,togetic,6,32,"[['トゲチック', 'ja-Hrkt'], ['Togechick', 'roomaji'], ['토게틱', 'ko'], ['波克基古', 'zh-Hant'], ['Togetic', 'fr'], ['Togetic', 'de'], ['Togetic', 'es'], ['Togetic', 'it'], ['Togetic', 'en'], ['トゲチック', 'ja'], ['波克基古', 'zh-Hans']]","[[1, 'fairy'], [2, 'flying']]"
177,natu,2,20,"[['ネイティ', 'ja-Hrkt'], ['Naty', 'roomaji'], ['네이티', 'ko'], ['天然雀', 'zh-Hant'], ['Natu', 'fr'], ['Natu', 'de'], ['Natu', 'es'], ['Natu', 'it'], ['Natu', 'en'], ['ネイティ', 'ja'], ['天然雀', 'zh-Hans']]","[[1, 'psychic'], [2, 'flying']]"
178,xatu,15,150,"[['ネイティオ', 'ja-Hrkt'], ['Natio', 'roomaji'], ['네이티오', 'ko'], ['天然鳥', 'zh-Hant'], ['Xatu', 'fr'], ['Xatu', 'de'], ['Xatu', 'es'], ['Xatu', 'it'], ['Xatu', 'en'], ['ネイティオ', 'ja'], ['天然鸟', 'zh-Hans']]","[[1, 'psychic'], [2, 'flying']]"
179,mareep,6,78,"[['メリープ', 'ja-Hrkt'], ['Merriep', 'roomaji'], ['메리프', 'ko'], ['咩利羊', 'zh-Hant'], ['Wattouat', 'fr'], ['Voltilamm', 'de'], ['Mareep', 'es'], ['Mareep', 'it'], ['Mareep', 'en'], ['メリープ', 'ja'], ['咩利羊', 'zh-Hans']]","[[1, 'electric']]"
180,flaaffy,8,133,"[['モココ', 'ja-Hrkt'], ['Mokoko', 'roomaji'], ['보송송', 'ko'], ['茸茸羊', 'zh-Hant'], ['Lainergie', 'fr'], ['Waaty', 'de'], ['Flaaffy', 'es'], ['Flaaffy', 'it'], ['Flaaffy', 'en'], ['モココ', 'ja'], ['茸茸羊', 'zh-Hans']]","[[1, 'electric']]"
181,ampharos,14,615,"[['デンリュウ', 'ja-Hrkt'], ['Denryu', 'roomaji'], ['전룡', 'ko'], ['電龍', 'zh-Hant'], ['Pharamp', 'fr'], ['Ampharos', 'de'], ['Ampharos', 'es'], ['Ampharos', 'it'], ['Ampharos', 'en'], ['デンリュウ', 'ja'], ['电龙', 'zh-Hans']]","[[1, 'electric']]"
182,bellossom,4,58,"[['キレイハナ', 'ja-Hrkt'], ['Kireihana', 'roomaji'], ['아르코', 'ko'], ['美麗花', 'zh-Hant'], ['Joliflor', 'fr'], ['Blubella', 'de'], ['Bellossom', 'es'], ['Bellossom', 'it'], ['Bellossom', 'en'], ['キレイハナ', 'ja'], ['美丽花', 'zh-Hans']]","[[1, 'grass']]"
183,marill,4,85,"[['マリル', 'ja-Hrkt'], ['Maril', 'roomaji'], ['마릴', 'ko'], ['瑪力露', 'zh-Hant'], ['Marill', 'fr'], ['Marill', 'de'], ['Marill', 'es'], ['Marill', 'it'], ['Marill', 'en'], ['マリル', 'ja'], ['玛力露', 'zh-Hans']]","[[1, 'water'], [2, 'fairy']]"
184,azumarill,8,285,"[['マリルリ', 'ja-Hrkt'], ['Marilli', 'roomaji'], ['마릴리', 'ko'], ['瑪力露麗', 'zh-Hant'], ['Azumarill', 'fr'], ['Azumarill', 'de'], ['Azumarill', 'es'], ['Azumarill', 'it'], ['Azumarill', 'en'], ['マリルリ', 'ja'], ['玛力露丽', 'zh-Hans']]","[[1, 'water'], [2, 'fairy']]"
185,sudowoodo,12,380,"[['ウソッキー', 'ja-Hrkt'], ['Usokkie', 'roomaji'], ['꼬지모', 'ko'], ['樹才怪', 'zh-Hant'], ['Simularbre', 'fr'], ['Mogelbaum', 'de'], ['Sudowoodo', 'es'], ['Sudowoodo', 'it'], ['Sudowoodo', 'en'], ['ウソッキー', 'ja'], ['树才怪', 'zh-Hans']]","[[1, 'rock']]"
186,politoed,11,339,"[['ニョロトノ', 'ja-Hrkt'], ['Nyorotono', 'roomaji'], ['왕구리', 'ko'], ['蚊香蛙皇', 'zh-Hant'], ['Tarpaud', 'fr'], ['Quaxo', 'de'], ['Politoed', 'es'], ['Politoed', 'it'], ['Politoed', 'en'], ['ニョロトノ', 'ja'], ['蚊香蛙皇', 'zh-Hans']]","[[1, 'water']]"
187,hoppip,4,5,"[['ハネッコ', 'ja-Hrkt'], ['Hanecco', 'roomaji'], ['통통코', 'ko'], ['毽子草', 'zh-Hant'], ['Granivol', 'fr'], ['Hoppspross', 'de'], ['Hoppip', 'es'], ['Hoppip', 'it'], ['Hoppip', 'en'], ['ハネッコ', 'ja'], ['毽子草', 'zh-Hans']]","[[1, 'grass'], [2, 'flying']]"
188,skiploom,6,10,"[['ポポッコ', 'ja-Hrkt'], ['Popocco', 'roomaji'], ['두코', 'ko'], ['毽子花', 'zh-Hant'], ['Floravol', 'fr'], ['Hubelupf', 'de'], ['Skiploom', 'es'], ['Skiploom', 'it'], ['Skiploom', 'en'], ['ポポッコ', 'ja'], ['毽子花', 'zh-Hans']]","[[1, 'grass'], [2, 'flying']]"
189,jumpluff,8,30,"[['ワタッコ', 'ja-Hrkt'], ['Watacco', 'roomaji'], ['솜솜코', 'ko'], ['毽子棉', 'zh-Hant'], ['Cotovol', 'fr'], ['Papungha', 'de'], ['Jumpluff', 'es'], ['Jumpluff', 'it'], ['Jumpluff', 'en'], ['ワタッコ', 'ja'], ['毽子棉', 'zh-Hans']]","[[1, 'grass'], [2, 'flying']]"
190,aipom,8,115,"[['エイパム', 'ja-Hrkt'], ['Eipam', 'roomaji'], ['에이팜', 'ko'], ['長尾怪手', 'zh-Hant'], ['Capumain', 'fr'], ['Griffel', 'de'], ['Aipom', 'es'], ['Aipom', 'it'], ['Aipom', 'en'], ['エイパム', 'ja'], ['长尾怪手', 'zh-Hans']]","[[1, 'normal']]"
191,sunkern,3,18,"[['ヒマナッツ', 'ja-Hrkt'], ['Himanuts', 'roomaji'], ['해너츠', 'ko'], ['向日種子', 'zh-Hant'], ['Tournegrin', 'fr'], ['Sonnkern', 'de'], ['Sunkern', 'es'], ['Sunkern', 'it'], ['Sunkern', 'en'], ['ヒマナッツ', 'ja'], ['向日种子', 'zh-Hans']]","[[1, 'grass']]"
192,sunflora,8,85,"[['キマワリ', 'ja-Hrkt'], ['Kimawari', 'roomaji'], ['해루미', 'ko'], ['向日花怪', 'zh-Hant'], ['Héliatronc', 'fr'], ['Sonnflora', 'de'], ['Sunflora', 'es'], ['Sunflora', 'it'], ['Sunflora', 'en'], ['キマワリ', 'ja'], ['向日花怪', 'zh-Hans']]","[[1, 'grass']]"
193,yanma,12,380,"[['ヤンヤンマ', 'ja-Hrkt'], ['Yanyanma', 'roomaji'], ['왕자리', 'ko'], ['蜻蜻蜓', 'zh-Hant'], ['Yanma', 'fr'], ['Yanma', 'de'], ['Yanma', 'es'], ['Yanma', 'it'], ['Yanma', 'en'], ['ヤンヤンマ', 'ja'], ['蜻蜻蜓', 'zh-Hans']]","[[1, 'bug'], [2, 'flying']]"
194,wooper,4,85,"[['ウパー', 'ja-Hrkt'], ['Upah', 'roomaji'], ['우파', 'ko'], ['烏波', 'zh-Hant'], ['Axoloto', 'fr'], ['Felino', 'de'], ['Wooper', 'es'], ['Wooper', 'it'], ['Wooper', 'en'], ['ウパー', 'ja'], ['乌波', 'zh-Hans']]","[[1, 'water'], [2, 'ground']]"
195,quagsire,14,750,"[['ヌオー', 'ja-Hrkt'], ['Nuoh', 'roomaji'], ['누오', 'ko'], ['沼王', 'zh-Hant'], ['Maraiste', 'fr'], ['Morlord', 'de'], ['Quagsire', 'es'], ['Quagsire', 'it'], ['Quagsire', 'en'], ['ヌオー', 'ja'], ['沼王', 'zh-Hans']]","[[1, 'water'], [2, 'ground']]"
196,espeon,9,265,"[['エーフィ', 'ja-Hrkt'], ['Eifie', 'roomaji'], ['에브이', 'ko'], ['太陽伊布', 'zh-Hant'], ['Mentali', 'fr'], ['Psiana', 'de'], ['Espeon', 'es'], ['Espeon', 'it'], ['Espeon', 'en'], ['エーフィ', 'ja'], ['太阳伊布', 'zh-Hans']]","[[1, 'psychic']]"
197,umbreon,10,270,"[['ブラッキー', 'ja-Hrkt'], ['Blacky', 'roomaji'], ['블래키', 'ko'], ['月亮伊布', 'zh-Hant'], ['Noctali', 'fr'], ['Nachtara', 'de'], ['Umbreon', 'es'], ['Umbreon', 'it'], ['Umbreon', 'en'], ['ブラッキー', 'ja'], ['月亮伊布', 'zh-Hans']]","[[1, 'dark']]"
198,murkrow,5,21,"[['ヤミカラス', 'ja-Hrkt'], ['Yamikarasu', 'roomaji'], ['니로우', 'ko'], ['黑暗鴉', 'zh-Hant'], ['Cornèbre', 'fr'], ['Kramurx', 'de'], ['Murkrow', 'es'], ['Murkrow', 'it'], ['Murkrow', 'en'], ['ヤミカラス', 'ja'], ['黑暗鸦', 'zh-Hans']]","[[1, 'dark'], [2, 'flying']]"
199,slowking,20,795,"[['ヤドキング', 'ja-Hrkt'], ['Yadoking', 'roomaji'], ['야도킹', 'ko'], ['呆呆王', 'zh-Hant'], ['Roigada', 'fr'], ['Laschoking', 'de'], ['Slowking', 'es'], ['Slowking', 'it'], ['Slowking', 'en'], ['ヤドキング', 'ja'], ['呆呆王', 'zh-Hans']]","[[1, 'water'], [2, 'psychic']]"
200,misdreavus,7,10,"[['ムウマ', 'ja-Hrkt'], ['Muma', 'roomaji'], ['무우마', 'ko'], ['夢妖', 'zh-Hant'], ['Feuforêve', 'fr'], ['Traunfugil', 'de'], ['Misdreavus', 'es'], ['Misdreavus', 'it'], ['Misdreavus', 'en'], ['ムウマ', 'ja'], ['梦妖', 'zh-Hans']]","[[1, 'ghost']]"
201,unown,5,50,"[['アンノーン', 'ja-Hrkt'], ['Unknown', 'roomaji'], ['안농', 'ko'], ['未知圖騰', 'zh-Hant'], ['Zarbi', 'fr'], ['Icognito', 'de'], ['Unown', 'es'], ['Unown', 'it'], ['Unown', 'en'], ['アンノーン', 'ja'], ['未知图腾', 'zh-Hans']]","[[1, 'psychic']]"
202,wobbuffet,13,285,"[['ソーナンス', 'ja-Hrkt'], ['Sonans', 'roomaji'], ['마자용', 'ko'], ['果然翁', 'zh-Hant'], ['Qulbutoké', 'fr'], ['Woingenau', 'de'], ['Wobbuffet', 'es'], ['Wobbuffet', 'it'], ['Wobbuffet', 'en'], ['ソーナンス', 'ja'], ['果然翁', 'zh-Hans']]","[[1, 'psychic']]"
203,girafarig,15,415,"[['キリンリキ', 'ja-Hrkt'], ['Kirinriki', 'roomaji'], ['키링키', 'ko'], ['麒麟奇', 'zh-Hant'], ['Girafarig', 'fr'], ['Girafarig', 'de'], ['Girafarig', 'es'], ['Girafarig', 'it'], ['Girafarig', 'en'], ['キリンリキ', 'ja'], ['麒麟奇', 'zh-Hans']]","[[1, 'normal'], [2, 'psychic']]"
204,pineco,6,72,"[['クヌギダマ', 'ja-Hrkt'], ['Kunugidama', 'roomaji'], ['피콘', 'ko'], ['榛果球', 'zh-Hant'], ['Pomdepik', 'fr'], ['Tannza', 'de'], ['Pineco', 'es'], ['Pineco', 'it'], ['Pineco', 'en'], ['クヌギダマ', 'ja'], ['榛果球', 'zh-Hans']]","[[1, 'bug']]"
205,forretress,12,1258,"[['フォレトス', 'ja-Hrkt'], ['Foretos', 'roomaji'], ['쏘콘', 'ko'], ['佛烈托斯', 'zh-Hant'], ['Foretress', 'fr'], ['Forstellka', 'de'], ['Forretress', 'es'], ['Forretress', 'it'], ['Forretress', 'en'], ['フォレトス', 'ja'], ['佛烈托斯', 'zh-Hans']]","[[1, 'bug'], [2, 'steel']]"
206,dunsparce,15,140,"[['ノコッチ', 'ja-Hrkt'], ['Nokocchi', 'roomaji'], ['노고치', 'ko'], ['土龍弟弟', 'zh-Hant'], ['Insolourdo', 'fr'], ['Dummisel', 'de'], ['Dunsparce', 'es'], ['Dunsparce', 'it'], ['Dunsparce', 'en'], ['ノコッチ', 'ja'], ['土龙弟弟', 'zh-Hans']]","[[1, 'normal']]"
207,gligar,11,648,"[['グライガー', 'ja-Hrkt'], ['Gliger', 'roomaji'], ['글라이거', 'ko'], ['天蠍', 'zh-Hant'], ['Scorplane', 'fr'], ['Skorgla', 'de'], ['Gligar', 'es'], ['Gligar', 'it'], ['Gligar', 'en'], ['グライガー', 'ja'], ['天蝎', 'zh-Hans']]","[[1, 'ground'], [2, 'flying']]"
208,steelix,92,4000,"[['ハガネール', 'ja-Hrkt'], ['Haganeil', 'roomaji'], ['강철톤', 'ko'], ['大鋼蛇', 'zh-Hant'], ['Steelix', 'fr'], ['Stahlos', 'de'], ['Steelix', 'es'], ['Steelix', 'it'], ['Steelix', 'en'], ['ハガネール', 'ja'], ['大钢蛇', 'zh-Hans']]","[[1, 'steel'], [2, 'ground']]"
209,snubbull,6,78,"[['ブルー', 'ja-Hrkt'], ['Bulu', 'roomaji'], ['블루', 'ko'], ['布魯', 'zh-Hant'], ['Snubbull', 'fr'], ['Snubbull', 'de'], ['Snubbull', 'es'], ['Snubbull', 'it'], ['Snubbull', 'en'], ['ブルー', 'ja'], ['布鲁', 'zh-Hans']]","[[1, 'fairy']]"
210,granbull,14,487,"[['グランブル', 'ja-Hrkt'], ['Granbulu', 'roomaji'], ['그랑블루', 'ko'], ['布魯皇', 'zh-Hant'], ['Granbull', 'fr'], ['Granbull', 'de'], ['Granbull', 'es'], ['Granbull', 'it'], ['Granbull', 'en'], ['グランブル', 'ja'], ['布鲁皇', 'zh-Hans']]","[[1, 'fairy']]"
211,qwilfish,5,39,"[['ハリーセン', 'ja-Hrkt'], ['Harysen', 'roomaji'], ['침바루', 'ko'], ['千針魚', 'zh-Hant'], ['Qwilfish', 'fr'], ['Baldorfish', 'de'], ['Qwilfish', 'es'], ['Qwilfish', 'it'], ['Qwilfish', 'en'], ['ハリーセン', 'ja'], ['千针鱼', 'zh-Hans']]","[[1, 'water'], [2, 'poison']]"
212,scizor,18,1180,"[['ハッサム', 'ja-Hrkt'], ['Hassam', 'roomaji'], ['핫삼', 'ko'], ['巨鉗螳螂', 'zh-Hant'], ['Cizayox', 'fr'], ['Scherox', 'de'], ['Scizor', 'es'], ['Scizor', 'it'], ['Scizor', 'en'], ['ハッサム', 'ja'], ['巨钳螳螂', 'zh-Hans']]","[[1, 'bug'], [2, 'steel']]"
213,shuckle,6,205,"[['ツボツボ', 'ja-Hrkt'], ['Tsubotsubo', 'roomaji'], ['단단지', 'ko'], ['壺壺', 'zh-Hant'], ['Caratroc', 'fr'], ['Pottrott', 'de'], ['Shuckle', 'es'], ['Shuckle', 'it'], ['Shuckle', 'en'], ['ツボツボ', 'ja'], ['壶壶', 'zh-Hans']]","[[1, 'bug'], [2, 'rock']]"
214,heracross,15,540,"[['ヘラクロス', 'ja-Hrkt'], ['Heracros', 'roomaji'], ['헤라크로스', 'ko'], ['赫拉克羅斯', 'zh-Hant'], ['Scarhino', 'fr'], ['Skaraborn', 'de'], ['Heracross', 'es'], ['Heracross', 'it'], ['Heracross', 'en'], ['ヘラクロス', 'ja'], ['赫拉克罗斯', 'zh-Hans']]","[[1, 'bug'], [2, 'fighting']]"
215,sneasel,9,280,"[['ニューラ', 'ja-Hrkt'], ['Nyula', 'roomaji'], ['포푸니', 'ko'], ['狃拉', 'zh-Hant'], ['Farfuret', 'fr'], ['Sniebel', 'de'], ['Sneasel', 'es'], ['Sneasel', 'it'], ['Sneasel', 'en'], ['ニューラ', 'ja'], ['狃拉', 'zh-Hans']]","[[1, 'dark'], [2, 'ice']]"
216,teddiursa,6,88,"[['ヒメグマ', 'ja-Hrkt'], ['Himeguma', 'roomaji'], ['깜지곰', 'ko'], ['熊寶寶', 'zh-Hant'], ['Teddiursa', 'fr'], ['Teddiursa', 'de'], ['Teddiursa', 'es'], ['Teddiursa', 'it'], ['Teddiursa', 'en'], ['ヒメグマ', 'ja'], ['熊宝宝', 'zh-Hans']]","[[1, 'normal']]"
217,ursaring,18,1258,"[['リングマ', 'ja-Hrkt'], ['Ringuma', 'roomaji'], ['링곰', 'ko'], ['圈圈熊', 'zh-Hant'], ['Ursaring', 'fr'], ['Ursaring', 'de'], ['Ursaring', 'es'], ['Ursaring', 'it'], ['Ursaring', 'en'], ['リングマ', 'ja'], ['圈圈熊', 'zh-Hans']]","[[1, 'normal']]"
218,slugma,7,350,"[['マグマッグ', 'ja-Hrkt'], ['Magmag', 'roomaji'], ['마그마그', 'ko'], ['熔岩蟲', 'zh-Hant'], ['Limagma', 'fr'], ['Schneckmag', 'de'], ['Slugma', 'es'], ['Slugma', 'it'], ['Slugma', 'en'], ['マグマッグ', 'ja'], ['熔岩虫', 'zh-Hans']]","[[1, 'fire']]"
219,magcargo,8,550,"[['マグカルゴ', 'ja-Hrkt'], ['Magcargot', 'roomaji'], ['마그카르고', 'ko'], ['熔岩蝸牛', 'zh-Hant'], ['Volcaropod', 'fr'], ['Magcargo', 'de'], ['Magcargo', 'es'], ['Magcargo', 'it'], ['Magcargo', 'en'], ['マグカルゴ', 'ja'], ['熔岩蜗牛', 'zh-Hans']]","[[1, 'fire'], [2, 'rock']]"
220,swinub,4,65,"[['ウリムー', 'ja-Hrkt'], ['Urimoo', 'roomaji'], ['꾸꾸리', 'ko'], ['小山豬', 'zh-Hant'], ['Marcacrin', 'fr'], ['Quiekel', 'de'], ['Swinub', 'es'], ['Swinub', 'it'], ['Swinub', 'en'], ['ウリムー', 'ja'], ['小山猪', 'zh-Hans']]","[[1, 'ice'], [2, 'ground']]"
221,piloswine,11,558,"[['イノムー', 'ja-Hrkt'], ['Inomoo', 'roomaji'], ['메꾸리', 'ko'], ['長毛豬', 'zh-Hant'], ['Cochignon', 'fr'], ['Keifel', 'de'], ['Piloswine', 'es'], ['Piloswine', 'it'], ['Piloswine', 'en'], ['イノムー', 'ja'], ['长毛猪', 'zh-Hans']]","[[1, 'ice'], [2, 'ground']]"
222,corsola,6,50,"[['サニーゴ', 'ja-Hrkt'], ['Sunnygo', 'roomaji'], ['코산호', 'ko'], ['太陽珊瑚', 'zh-Hant'], ['Corayon', 'fr'], ['Corasonn', 'de'], ['Corsola', 'es'], ['Corsola', 'it'], ['Corsola', 'en'], ['サニーゴ', 'ja'], ['太阳珊瑚', 'zh-Hans']]","[[1, 'water'], [2, 'rock']]"
223,remoraid,6,120,"[['テッポウオ', 'ja-Hrkt'], ['Teppouo', 'roomaji'], ['총어', 'ko'], ['鐵炮魚', 'zh-Hant'], ['Rémoraid', 'fr'], ['Remoraid', 'de'], ['Remoraid', 'es'], ['Remoraid', 'it'], ['Remoraid', 'en'], ['テッポウオ', 'ja'], ['铁炮鱼', 'zh-Hans']]","[[1, 'water']]"
224,octillery,9,285,"[['オクタン', 'ja-Hrkt'], ['Okutank', 'roomaji'], ['대포무노', 'ko'], ['章魚桶', 'zh-Hant'], ['Octillery', 'fr'], ['Octillery', 'de'], ['Octillery', 'es'], ['Octillery', 'it'], ['Octillery', 'en'], ['オクタン', 'ja'], ['章鱼桶', 'zh-Hans']]","[[1, 'water']]"
225,delibird,9,160,"[['デリバード', 'ja-Hrkt'], ['Delibird', 'roomaji'], ['딜리버드', 'ko'], ['信使鳥', 'zh-Hant'], ['Cadoizo', 'fr'], ['Botogel', 'de'], ['Delibird', 'es'], ['Delibird', 'it'], ['Delibird', 'en'], ['デリバード', 'ja'], ['信使鸟', 'zh-Hans']]","[[1, 'ice'], [2, 'flying']]"
226,mantine,21,2200,"[['マンタイン', 'ja-Hrkt'], ['Mantain', 'roomaji'], ['만타인', 'ko'], ['巨翅飛魚', 'zh-Hant'], ['Démanta', 'fr'], ['Mantax', 'de'], ['Mantine', 'es'], ['Mantine', 'it'], ['Mantine', 'en'], ['マンタイン', 'ja'], ['巨翅飞鱼', 'zh-Hans']]","[[1, 'water'], [2, 'flying']]"
227,skarmory,17,505,"[['エアームド', 'ja-Hrkt'], ['Airmd', 'roomaji'], ['무장조', 'ko'], ['盔甲鳥', 'zh-Hant'], ['Airmure', 'fr'], ['Panzaeron', 'de'], ['Skarmory', 'es'], ['Skarmory', 'it'], ['Skarmory', 'en'], ['エアームド', 'ja'], ['盔甲鸟', 'zh-Hans']]","[[1, 'steel'], [2, 'flying']]"
228,houndour,6,108,"[['デルビル', 'ja-Hrkt'], ['Delvil', 'roomaji'], ['델빌', 'ko'], ['戴魯比', 'zh-Hant'], ['Malosse', 'fr'], ['Hunduster', 'de'], ['Houndour', 'es'], ['Houndour', 'it'], ['Houndour', 'en'], ['デルビル', 'ja'], ['戴鲁比', 'zh-Hans']]","[[1, 'dark'], [2, 'fire']]"
229,houndoom,14,350,"[['ヘルガー', 'ja-Hrkt'], ['Hellgar', 'roomaji'], ['헬가', 'ko'], ['黑魯加', 'zh-Hant'], ['Démolosse', 'fr'], ['Hundemon', 'de'], ['Houndoom', 'es'], ['Houndoom', 'it'], ['Houndoom', 'en'], ['ヘルガー', 'ja'], ['黑鲁加', 'zh-Hans']]","[[1, 'dark'], [2, 'fire']]"
230,kingdra,18,1520,"[['キングドラ', 'ja-Hrkt'], ['Kingdra', 'roomaji'], ['킹드라', 'ko'], ['刺龍王', 'zh-Hant'], ['Hyporoi', 'fr'], ['Seedraking', 'de'], ['Kingdra', 'es'], ['Kingdra', 'it'], ['Kingdra', 'en'], ['キングドラ', 'ja'], ['刺龙王', 'zh-Hans']]","[[1, 'water'], [2, 'dragon']]"
231,phanpy,5,335,"[['ゴマゾウ', 'ja-Hrkt'], ['Gomazou', 'roomaji'], ['코코리', 'ko'], ['小小象', 'zh-Hant'], ['Phanpy', 'fr'], ['Phanpy', 'de'], ['Phanpy', 'es'], ['Phanpy', 'it'], ['Phanpy', 'en'], ['ゴマゾウ', 'ja'], ['小小象', 'zh-Hans']]","[[1, 'ground']]"
232,donphan,11,1200,"[['ドンファン', 'ja-Hrkt'], ['Donfan', 'roomaji'], ['코리갑', 'ko'], ['頓甲', 'zh-Hant'], ['Donphan', 'fr'], ['Donphan', 'de'], ['Donphan', 'es'], ['Donphan', 'it'], ['Donphan', 'en'], ['ドンファン', 'ja'], ['顿甲', 'zh-Hans']]","[[1, 'ground']]"
233,porygon2,6,325,"[['ポリゴン２', 'ja-Hrkt'], ['Porygon2', 'roomaji'], ['폴리곤2', 'ko'], ['多邊獸Ⅱ', 'zh-Hant'], ['Porygon2', 'fr'], ['Porygon2', 'de'], ['Porygon2', 'es'], ['Porygon2', 'it'], ['Porygon2', 'en'], ['ポリゴン２', 'ja'], ['多边兽２型', 'zh-Hans']]","[[1, 'normal']]"
234,stantler,14,712,"[['オドシシ', 'ja-Hrkt'], ['Odoshishi', 'roomaji'], ['노라키', 'ko'], ['驚角鹿', 'zh-Hant'], ['Cerfrousse', 'fr'], ['Damhirplex', 'de'], ['Stantler', 'es'], ['Stantler', 'it'], ['Stantler', 'en'], ['オドシシ', 'ja'], ['惊角鹿', 'zh-Hans']]","[[1, 'normal']]"
235,smeargle,12,580,"[['ドーブル', 'ja-Hrkt'], ['Doble', 'roomaji'], ['루브도', 'ko'], ['圖圖犬', 'zh-Hant'], ['Queulorior', 'fr'], ['Farbeagle', 'de'], ['Smeargle', 'es'], ['Smeargle', 'it'], ['Smeargle', 'en'], ['ドーブル', 'ja'], ['图图犬', 'zh-Hans']]","[[1, 'normal']]"
236,tyrogue,7,210,"[['バルキー', 'ja-Hrkt'], ['Balkie', 'roomaji'], ['배루키', 'ko'], ['無畏小子', 'zh-Hant'], ['Debugant', 'fr'], ['Rabauz', 'de'], ['Tyrogue', 'es'], ['Tyrogue', 'it'], ['Tyrogue', 'en'], ['バルキー', 'ja'], ['无畏小子', 'zh-Hans']]","[[1, 'fighting']]"
